Age,Nationality,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,International Reputation,Real Face,Position,Likes,Dislikes,Following,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Growth,tier
23,Nigeria,36500000.0,96.0,Right,4,3,1,Yes,MF,185,16,1294,50.0,50.0,76.0,79.0,66.0,72.0,58.0,58.0,75.0,78.0,70.0,72.0,69.0,87.0,67.0,80.0,90.0,92.0,78.0,72.0,87.0,90.0,67.0,67.0,55.0,80.0,87.0,89.0,85.0,13.0,14.0,7.0,7.0,13.0,4,Others
29,Spain,37000000.0,150.0,Right,3,5,3,Yes,MF,172,35,836,78.0,68.0,54.0,89.0,84.0,90.0,85.0,77.0,89.0,91.0,74.0,55.0,91.0,85.0,90.0,75.0,75.0,73.0,59.0,73.0,54.0,83.0,75.0,85.0,75.0,86.0,67.0,71.0,68.0,6.0,11.0,7.0,9.0,13.0,0,Top 3
31,Gabon,45000000.0,170.0,Right,4,4,3,Yes,ST,215,20,718,76.0,91.0,75.0,77.0,84.0,80.0,81.0,76.0,64.0,82.0,91.0,94.0,77.0,88.0,68.0,82.0,75.0,80.0,74.0,78.0,43.0,48.0,93.0,77.0,78.0,88.0,27.0,29.0,36.0,6.0,9.0,15.0,9.0,9.0,0,Others
19,Wales,1500000.0,11.0,Right,2,2,1,No,DF,40,2,170,69.0,35.0,50.0,66.0,36.0,66.0,52.0,39.0,61.0,67.0,77.0,74.0,74.0,63.0,78.0,42.0,61.0,62.0,48.0,29.0,61.0,62.0,42.0,48.0,45.0,62.0,64.0,66.0,63.0,10.0,11.0,7.0,14.0,15.0,18,Top 3
27,Germany,18500000.0,92.0,Right,3,2,2,Yes,DF,60,9,650,68.0,32.0,81.0,75.0,34.0,60.0,35.0,56.0,72.0,69.0,63.0,76.0,57.0,81.0,50.0,72.0,77.0,68.0,82.0,44.0,89.0,80.0,39.0,57.0,40.0,72.0,82.0,85.0,82.0,14.0,15.0,10.0,12.0,8.0,2,Top 3
24,Belgium,12000000.0,61.0,Right,3,3,1,No,MF,18,3,248,79.0,60.0,66.0,75.0,40.0,77.0,58.0,33.0,70.0,76.0,83.0,79.0,71.0,78.0,66.0,62.0,70.0,85.0,60.0,52.0,68.0,79.0,77.0,69.0,27.0,68.0,78.0,75.0,72.0,14.0,9.0,15.0,10.0,15.0,5,Others
27,France,11000000.0,69.0,Right,3,3,2,Yes,MF,60,5,344,68.0,72.0,66.0,77.0,68.0,76.0,41.0,42.0,75.0,77.0,64.0,72.0,62.0,75.0,68.0,84.0,72.0,90.0,80.0,75.0,77.0,77.0,73.0,75.0,54.0,74.0,76.0,78.0,76.0,15.0,12.0,12.0,15.0,14.0,2,Others
20,England,6000000.0,20.0,Right,3,2,1,Yes,MF,36,3,138,63.0,64.0,36.0,77.0,54.0,67.0,59.0,68.0,74.0,73.0,67.0,68.0,65.0,70.0,79.0,73.0,66.0,73.0,43.0,76.0,72.0,66.0,68.0,72.0,55.0,72.0,53.0,62.0,54.0,12.0,12.0,10.0,13.0,6.0,13,Others
22,England,15000000.0,77.0,Right,3,3,1,Yes,ST,237,17,2016,50.0,82.0,81.0,69.0,76.0,72.0,50.0,42.0,45.0,76.0,68.0,78.0,65.0,79.0,56.0,78.0,70.0,69.0,79.0,68.0,49.0,22.0,80.0,67.0,74.0,73.0,35.0,23.0,15.0,12.0,7.0,8.0,13.0,13.0,7,Top 3
22,Colombia,11500000.0,17.0,Right,4,3,1,No,ST,31,3,127,70.0,83.0,62.0,60.0,66.0,70.0,70.0,60.0,58.0,71.0,87.0,86.0,79.0,75.0,77.0,76.0,62.0,79.0,82.0,71.0,80.0,44.0,77.0,60.0,72.0,61.0,26.0,48.0,28.0,6.0,8.0,13.0,11.0,6.0,11,Others
19,Wales,1500000.0,5.0,Right,3,2,1,Yes,DF,280,19,1383,27.0,23.0,63.0,70.0,25.0,57.0,34.0,27.0,64.0,62.0,63.0,60.0,58.0,66.0,68.0,52.0,74.0,60.0,68.0,22.0,69.0,64.0,29.0,59.0,33.0,64.0,68.0,69.0,67.0,13.0,12.0,9.0,8.0,12.0,17,Others
22,Argentina,9000000.0,52.0,Right,3,3,1,Yes,DF,139,5,785,69.0,43.0,73.0,74.0,43.0,71.0,61.0,47.0,66.0,75.0,67.0,68.0,71.0,75.0,69.0,56.0,74.0,69.0,74.0,39.0,73.0,74.0,50.0,59.0,47.0,57.0,74.0,78.0,75.0,8.0,15.0,7.0,14.0,9.0,8,Others
22,England,17500000.0,80.0,Right,4,3,1,Yes,ST,45,5,255,77.0,74.0,41.0,78.0,58.0,81.0,70.0,64.0,65.0,80.0,85.0,82.0,80.0,79.0,78.0,71.0,57.0,72.0,54.0,75.0,47.0,43.0,79.0,78.0,49.0,74.0,43.0,49.0,47.0,6.0,5.0,11.0,8.0,10.0,6,Others
21,France,12500000.0,46.0,Right,3,3,1,Yes,MF,150,28,479,67.0,56.0,67.0,79.0,55.0,75.0,72.0,67.0,80.0,77.0,71.0,75.0,73.0,75.0,70.0,74.0,68.0,79.0,72.0,68.0,78.0,73.0,67.0,79.0,62.0,77.0,72.0,73.0,70.0,6.0,13.0,6.0,13.0,11.0,9,Others
19,England,2300000.0,18.0,Right,4,4,1,No,MF,48,5,297,61.0,63.0,36.0,69.0,55.0,73.0,67.0,58.0,55.0,72.0,79.0,79.0,75.0,63.0,68.0,69.0,38.0,61.0,44.0,61.0,39.0,24.0,66.0,67.0,64.0,65.0,37.0,30.0,31.0,11.0,8.0,14.0,8.0,10.0,16,Others
27,Morocco,44000000.0,140.0,Left,2,5,3,Yes,MF,191,22,1021,88.0,73.0,53.0,86.0,74.0,83.0,90.0,78.0,89.0,85.0,83.0,77.0,85.0,84.0,78.0,83.0,37.0,80.0,59.0,77.0,73.0,52.0,82.0,89.0,67.0,79.0,44.0,56.0,40.0,11.0,7.0,11.0,8.0,14.0,1,Top 3
29,Belgium,87000000.0,370.0,Right,5,4,4,Yes,MF,341,29,1087,94.0,82.0,55.0,94.0,82.0,88.0,85.0,83.0,93.0,92.0,77.0,76.0,78.0,91.0,76.0,91.0,63.0,89.0,74.0,91.0,76.0,66.0,88.0,94.0,84.0,91.0,68.0,65.0,53.0,15.0,13.0,5.0,10.0,13.0,0,Top 3
22,Turkey,14000000.0,66.0,Left,4,3,1,Yes,MF,121,10,688,83.0,71.0,58.0,72.0,69.0,83.0,80.0,68.0,65.0,82.0,85.0,79.0,84.0,71.0,82.0,82.0,47.0,67.0,50.0,82.0,27.0,29.0,73.0,73.0,64.0,68.0,43.0,33.0,30.0,9.0,13.0,7.0,9.0,8.0,6,Others
19,England,1300000.0,3.0,Right,3,2,1,No,MF,56,5,298,53.0,59.0,55.0,67.0,50.0,61.0,56.0,50.0,68.0,65.0,68.0,67.0,67.0,65.0,57.0,66.0,61.0,63.0,64.0,65.0,66.0,63.0,55.0,66.0,64.0,70.0,64.0,65.0,62.0,10.0,7.0,7.0,5.0,12.0,18,Others
22,England,9500000.0,38.0,Right,4,2,1,No,DF,54,4,205,53.0,22.0,69.0,72.0,21.0,65.0,26.0,20.0,67.0,72.0,71.0,68.0,59.0,74.0,55.0,39.0,77.0,79.0,74.0,25.0,72.0,78.0,39.0,57.0,24.0,75.0,77.0,75.0,77.0,8.0,11.0,12.0,5.0,6.0,9,Others
23,England,23000000.0,82.0,Right,4,4,1,Yes,MF,173,12,855,81.0,72.0,35.0,84.0,70.0,81.0,85.0,84.0,82.0,84.0,76.0,74.0,86.0,75.0,83.0,82.0,54.0,75.0,49.0,81.0,62.0,44.0,79.0,88.0,74.0,82.0,59.0,65.0,42.0,11.0,14.0,14.0,12.0,14.0,4,Others
28,Netherlands,75500000.0,210.0,Right,3,2,3,Yes,DF,208,31,913,53.0,52.0,87.0,79.0,45.0,70.0,60.0,70.0,86.0,77.0,72.0,79.0,61.0,89.0,53.0,81.0,90.0,75.0,92.0,64.0,83.0,90.0,47.0,65.0,62.0,90.0,93.0,93.0,86.0,13.0,10.0,13.0,11.0,11.0,1,Top 3
25,Portugal,60000000.0,230.0,Left,3,4,2,Yes,MF,253,13,1950,85.0,79.0,51.0,86.0,70.0,92.0,84.0,67.0,76.0,92.0,85.0,78.0,94.0,85.0,92.0,76.0,51.0,93.0,54.0,76.0,69.0,49.0,85.0,85.0,68.0,87.0,49.0,59.0,40.0,9.0,10.0,14.0,12.0,9.0,1,Top 3
20,England,675000.0,11.0,Left,3,3,1,No,MF,7,0,13,55.0,58.0,27.0,60.0,45.0,64.0,38.0,36.0,48.0,67.0,78.0,75.0,74.0,59.0,73.0,52.0,43.0,55.0,52.0,45.0,33.0,27.0,48.0,59.0,47.0,64.0,35.0,31.0,28.0,7.0,9.0,7.0,8.0,11.0,15,Others
21,England,3900000.0,29.0,Right,2,2,1,No,DF,41,3,177,60.0,15.0,66.0,65.0,27.0,62.0,25.0,29.0,51.0,64.0,69.0,78.0,61.0,72.0,58.0,36.0,88.0,66.0,75.0,20.0,73.0,73.0,31.0,41.0,33.0,62.0,71.0,72.0,70.0,11.0,9.0,12.0,7.0,14.0,12,Others
28,Egypt,78000000.0,250.0,Left,3,4,3,Yes,ST,267,31,912,79.0,91.0,59.0,84.0,79.0,90.0,83.0,69.0,75.0,89.0,94.0,92.0,91.0,92.0,91.0,80.0,69.0,85.0,75.0,84.0,63.0,55.0,91.0,84.0,83.0,90.0,38.0,43.0,41.0,14.0,14.0,9.0,11.0,14.0,0,Top 3
21,Ghana,10500000.0,32.0,Left,3,2,1,No,DF,86,6,314,40.0,30.0,74.0,72.0,22.0,47.0,50.0,32.0,56.0,64.0,64.0,69.0,55.0,68.0,49.0,60.0,75.0,67.0,88.0,28.0,78.0,75.0,35.0,24.0,40.0,58.0,76.0,78.0,75.0,7.0,7.0,11.0,10.0,6.0,8,Others
28,Senegal,78000000.0,250.0,Right,4,4,3,Yes,ST,158,24,769,76.0,90.0,84.0,85.0,75.0,91.0,76.0,64.0,71.0,89.0,95.0,93.0,93.0,93.0,86.0,84.0,86.0,88.0,70.0,78.0,75.0,35.0,92.0,85.0,71.0,84.0,42.0,42.0,38.0,10.0,10.0,15.0,7.0,14.0,0,Top 3
33,England,28000000.0,160.0,Right,3,3,3,Yes,ST,128,12,295,68.0,92.0,79.0,69.0,82.0,77.0,67.0,57.0,48.0,81.0,90.0,87.0,72.0,90.0,75.0,87.0,79.0,79.0,68.0,65.0,87.0,49.0,92.0,73.0,84.0,87.0,57.0,50.0,53.0,15.0,14.0,7.0,15.0,11.0,0,Others
24,Greece,9000000.0,55.0,Left,3,3,1,No,DF,43,6,118,77.0,50.0,54.0,70.0,40.0,72.0,74.0,69.0,67.0,72.0,89.0,86.0,79.0,72.0,74.0,70.0,75.0,85.0,72.0,65.0,77.0,69.0,70.0,65.0,55.0,67.0,70.0,73.0,71.0,8.0,12.0,8.0,13.0,10.0,5,Top 3
25,France,14000000.0,77.0,Right,3,3,2,Yes,MF,89,10,853,55.0,37.0,71.0,78.0,36.0,77.0,51.0,37.0,73.0,77.0,63.0,65.0,64.0,75.0,56.0,72.0,75.0,78.0,87.0,50.0,85.0,79.0,59.0,70.0,45.0,77.0,72.0,81.0,79.0,11.0,15.0,11.0,14.0,10.0,2,Top 3
28,Republic of Ireland,15000000.0,96.0,Right,4,3,1,Yes,DF,25,4,43,80.0,62.0,74.0,78.0,46.0,74.0,63.0,45.0,69.0,79.0,69.0,75.0,67.0,81.0,68.0,76.0,82.0,93.0,72.0,63.0,76.0,76.0,77.0,68.0,48.0,70.0,75.0,78.0,75.0,15.0,8.0,12.0,11.0,9.0,0,Others
25,Spain,17500000.0,76.0,Right,2,3,3,Yes,DF,283,26,2705,75.0,52.0,60.0,77.0,41.0,77.0,63.0,50.0,59.0,77.0,84.0,86.0,78.0,79.0,77.0,52.0,64.0,75.0,58.0,43.0,72.0,78.0,67.0,66.0,62.0,70.0,76.0,78.0,79.0,8.0,14.0,14.0,13.0,12.0,5,Others
30,England,36500000.0,140.0,Right,3,3,2,Yes,MF,90,22,256,82.0,73.0,65.0,86.0,71.0,78.0,80.0,74.0,87.0,84.0,66.0,65.0,69.0,86.0,68.0,77.0,78.0,91.0,78.0,75.0,84.0,85.0,78.0,83.0,64.0,82.0,84.0,83.0,77.0,7.0,13.0,7.0,9.0,13.0,0,Top 3
26,Brazil,54500000.0,155.0,Right,2,3,3,Yes,MF,155,15,1663,75.0,63.0,75.0,85.0,47.0,76.0,71.0,53.0,83.0,82.0,66.0,68.0,66.0,84.0,65.0,81.0,75.0,88.0,81.0,70.0,86.0,87.0,70.0,79.0,90.0,84.0,86.0,87.0,85.0,13.0,12.0,6.0,8.0,8.0,2,Top 3
22,England,5500000.0,42.0,Right,4,3,1,Yes,DF,22,5,124,72.0,50.0,65.0,69.0,36.0,70.0,60.0,60.0,62.0,71.0,73.0,79.0,71.0,67.0,69.0,48.0,59.0,76.0,65.0,40.0,61.0,66.0,63.0,63.0,43.0,64.0,69.0,72.0,69.0,13.0,7.0,6.0,5.0,14.0,8,Others
25,England,72500000.0,270.0,Right,3,4,3,Yes,ST,220,54,1069,78.0,85.0,46.0,84.0,67.0,90.0,77.0,63.0,69.0,88.0,96.0,90.0,94.0,90.0,94.0,78.0,57.0,79.0,65.0,79.0,59.0,30.0,92.0,82.0,69.0,80.0,47.0,53.0,47.0,15.0,12.0,12.0,15.0,9.0,2,Top 3
21,Portugal,10000000.0,50.0,Right,3,3,1,No,MF,95,9,513,71.0,64.0,61.0,76.0,64.0,78.0,68.0,70.0,73.0,80.0,77.0,77.0,76.0,75.0,70.0,80.0,71.0,77.0,71.0,76.0,80.0,72.0,70.0,75.0,60.0,75.0,71.0,75.0,73.0,9.0,15.0,7.0,9.0,5.0,9,Others
30,England,10000000.0,46.0,Right,3,4,2,Yes,ST,50,6,257,75.0,75.0,84.0,75.0,66.0,79.0,66.0,60.0,72.0,75.0,80.0,87.0,83.0,76.0,76.0,79.0,91.0,78.0,85.0,72.0,85.0,45.0,77.0,74.0,75.0,70.0,54.0,56.0,53.0,12.0,13.0,8.0,14.0,10.0,0,Others
24,England,34000000.0,105.0,Right,3,4,3,Yes,MF,314,43,2961,68.0,82.0,81.0,83.0,79.0,84.0,75.0,68.0,81.0,85.0,68.0,76.0,75.0,84.0,68.0,78.0,71.0,89.0,73.0,79.0,81.0,72.0,86.0,84.0,76.0,87.0,70.0,70.0,63.0,7.0,6.0,9.0,11.0,8.0,4,Others
25,Colombia,11500000.0,66.0,Right,3,2,1,Yes,DF,70,6,278,43.0,51.0,85.0,74.0,41.0,62.0,38.0,30.0,68.0,58.0,45.0,55.0,50.0,74.0,32.0,70.0,70.0,67.0,88.0,50.0,80.0,77.0,48.0,56.0,53.0,78.0,77.0,80.0,75.0,10.0,8.0,12.0,9.0,12.0,2,Others
24,England,19000000.0,97.0,Left,2,3,2,Yes,DF,142,16,1662,75.0,44.0,78.0,78.0,54.0,78.0,76.0,54.0,69.0,79.0,78.0,78.0,75.0,80.0,74.0,70.0,81.0,76.0,77.0,54.0,82.0,78.0,74.0,75.0,44.0,78.0,81.0,81.0,79.0,10.0,12.0,13.0,7.0,7.0,2,ManUtd
23,Brazil,34500000.0,150.0,Right,3,4,2,Yes,ST,505,30,3227,66.0,85.0,77.0,77.0,77.0,86.0,76.0,54.0,66.0,86.0,87.0,83.0,91.0,87.0,90.0,81.0,78.0,79.0,65.0,76.0,73.0,32.0,87.0,77.0,75.0,81.0,53.0,30.0,28.0,13.0,8.0,6.0,6.0,15.0,4,Top 3
23,Wales,12000000.0,66.0,Left,3,3,1,Yes,MF,57,3,234,74.0,75.0,46.0,76.0,70.0,77.0,86.0,85.0,67.0,76.0,79.0,77.0,79.0,76.0,84.0,84.0,43.0,72.0,54.0,83.0,42.0,32.0,78.0,75.0,78.0,75.0,48.0,48.0,42.0,7.0,13.0,9.0,15.0,7.0,6,Top 3
23,Scotland,15500000.0,85.0,Right,3,3,1,Yes,MF,113,12,325,70.0,66.0,77.0,80.0,62.0,77.0,70.0,55.0,79.0,78.0,67.0,68.0,69.0,78.0,62.0,81.0,70.0,84.0,84.0,80.0,85.0,75.0,68.0,75.0,59.0,78.0,74.0,80.0,72.0,9.0,6.0,6.0,10.0,11.0,5,ManUtd
23,Spain,19500000.0,76.0,Right,3,4,2,Yes,MF,171,16,1798,74.0,68.0,41.0,82.0,62.0,83.0,77.0,63.0,80.0,85.0,72.0,67.0,78.0,80.0,79.0,76.0,51.0,77.0,65.0,73.0,76.0,76.0,76.0,82.0,55.0,80.0,67.0,75.0,74.0,12.0,15.0,16.0,7.0,13.0,5,Others
24,Argentina,29000000.0,95.0,Left,3,4,1,Yes,MF,165,13,1120,78.0,76.0,57.0,83.0,69.0,85.0,82.0,77.0,83.0,86.0,76.0,77.0,83.0,82.0,80.0,82.0,61.0,78.0,70.0,78.0,78.0,70.0,79.0,85.0,65.0,81.0,60.0,70.0,66.0,10.0,7.0,10.0,15.0,14.0,5,Others
20,England,15500000.0,41.0,Left,3,3,1,Yes,MF,78,10,301,81.0,68.0,59.0,76.0,57.0,81.0,77.0,75.0,69.0,79.0,73.0,78.0,76.0,75.0,77.0,69.0,68.0,77.0,65.0,71.0,57.0,46.0,73.0,77.0,62.0,77.0,53.0,54.0,44.0,6.0,14.0,14.0,12.0,14.0,8,Others
23,Belgium,23000000.0,82.0,Right,5,4,2,Yes,MF,575,26,5138,79.0,73.0,64.0,84.0,78.0,78.0,81.0,78.0,82.0,83.0,68.0,60.0,69.0,78.0,77.0,86.0,63.0,78.0,69.0,84.0,67.0,73.0,80.0,83.0,72.0,83.0,66.0,71.0,67.0,6.0,8.0,10.0,14.0,12.0,4,Others
23,England,7500000.0,62.0,Left,3,4,1,Yes,MF,87,10,556,71.0,66.0,45.0,67.0,60.0,76.0,69.0,56.0,62.0,76.0,84.0,79.0,83.0,69.0,83.0,69.0,63.0,85.0,64.0,57.0,57.0,36.0,68.0,69.0,64.0,63.0,37.0,43.0,44.0,11.0,8.0,10.0,6.0,11.0,6,Others
28,England,5500000.0,74.0,Right,3,3,1,No,DF,5,1,13,69.0,45.0,67.0,69.0,37.0,67.0,41.0,36.0,61.0,67.0,65.0,71.0,68.0,73.0,71.0,64.0,76.0,84.0,74.0,55.0,66.0,75.0,65.0,59.0,38.0,71.0,74.0,75.0,73.0,9.0,11.0,11.0,9.0,8.0,0,Others
24,Spain,44000000.0,145.0,Right,4,3,2,Yes,MF,98,14,371,63.0,64.0,75.0,85.0,59.0,76.0,65.0,54.0,82.0,82.0,66.0,65.0,68.0,82.0,69.0,74.0,69.0,84.0,79.0,76.0,76.0,83.0,75.0,82.0,46.0,85.0,83.0,84.0,78.0,10.0,10.0,7.0,14.0,8.0,3,Top 3
28,Brazil,52000000.0,190.0,Right,4,5,3,Yes,ST,210,26,765,73.0,80.0,75.0,87.0,85.0,90.0,81.0,65.0,76.0,91.0,78.0,77.0,85.0,90.0,86.0,82.0,81.0,88.0,74.0,77.0,75.0,58.0,86.0,86.0,72.0,88.0,60.0,64.0,42.0,8.0,11.0,9.0,6.0,10.0,0,Top 3
22,Northern Ireland,8000000.0,26.0,Left,3,3,1,Yes,DF,47,8,293,67.0,50.0,54.0,69.0,51.0,73.0,56.0,40.0,61.0,71.0,77.0,78.0,74.0,68.0,74.0,60.0,66.0,86.0,61.0,44.0,51.0,70.0,70.0,54.0,38.0,79.0,72.0,74.0,69.0,14.0,7.0,5.0,5.0,13.0,10,Others
29,France,51000000.0,190.0,Right,3,2,3,Yes,MF,213,15,923,68.0,65.0,54.0,85.0,56.0,79.0,49.0,49.0,79.0,80.0,79.0,76.0,82.0,91.0,92.0,71.0,77.0,96.0,72.0,65.0,90.0,91.0,72.0,79.0,54.0,85.0,89.0,90.0,85.0,15.0,12.0,10.0,7.0,10.0,0,Top 3
24,Ivory Coast,12500000.0,59.0,Right,3,3,1,Yes,MF,55,6,544,69.0,40.0,71.0,78.0,53.0,75.0,62.0,60.0,74.0,77.0,69.0,79.0,67.0,74.0,65.0,82.0,77.0,74.0,82.0,71.0,85.0,79.0,65.0,72.0,40.0,72.0,79.0,80.0,71.0,11.0,13.0,8.0,14.0,10.0,5,Others
27,Ivory Coast,27000000.0,82.0,Right,3,5,2,Yes,ST,100,10,593,76.0,77.0,47.0,75.0,64.0,90.0,63.0,51.0,65.0,86.0,88.0,92.0,87.0,75.0,79.0,81.0,58.0,75.0,77.0,70.0,72.0,32.0,76.0,76.0,72.0,80.0,30.0,34.0,32.0,15.0,10.0,15.0,11.0,10.0,0,Others
23,France,12000000.0,52.0,Right,4,3,1,Yes,ST,74,31,472,61.0,79.0,73.0,74.0,76.0,68.0,63.0,55.0,59.0,78.0,78.0,77.0,76.0,79.0,79.0,78.0,59.0,74.0,67.0,71.0,80.0,26.0,82.0,69.0,77.0,69.0,30.0,55.0,33.0,11.0,12.0,7.0,8.0,14.0,4,Others
24,Republic of Ireland,3200000.0,21.0,Right,3,3,1,Yes,MF,9,1,55,59.0,50.0,50.0,73.0,48.0,68.0,63.0,55.0,72.0,73.0,72.0,67.0,72.0,71.0,77.0,56.0,56.0,79.0,52.0,58.0,76.0,71.0,59.0,73.0,58.0,68.0,61.0,71.0,65.0,9.0,12.0,15.0,11.0,9.0,6,Others
25,France,16500000.0,82.0,Right,3,2,2,Yes,DF,168,13,2047,49.0,47.0,80.0,67.0,47.0,50.0,60.0,59.0,64.0,63.0,60.0,73.0,52.0,76.0,52.0,63.0,90.0,66.0,92.0,49.0,84.0,79.0,49.0,60.0,59.0,69.0,79.0,81.0,78.0,14.0,14.0,7.0,9.0,15.0,3,Top 3
23,Ukraine,17500000.0,96.0,Left,3,3,1,Yes,DF,144,7,1102,82.0,59.0,70.0,83.0,61.0,79.0,80.0,74.0,78.0,82.0,75.0,72.0,78.0,78.0,78.0,77.0,72.0,76.0,63.0,71.0,73.0,77.0,75.0,79.0,59.0,76.0,78.0,79.0,75.0,15.0,11.0,13.0,11.0,11.0,5,Top 3
25,Sweden,17000000.0,100.0,Right,4,3,2,Yes,DF,128,20,996,62.0,42.0,77.0,79.0,38.0,71.0,64.0,59.0,78.0,76.0,62.0,66.0,65.0,83.0,62.0,70.0,76.0,77.0,75.0,52.0,81.0,81.0,51.0,72.0,54.0,83.0,82.0,83.0,80.0,12.0,16.0,8.0,7.0,9.0,4,ManUtd
23,Scotland,1000000.0,11.0,Right,3,3,1,Yes,ST,74,9,843,63.0,65.0,50.0,65.0,48.0,69.0,62.0,62.0,56.0,63.0,85.0,91.0,71.0,66.0,69.0,73.0,63.0,73.0,79.0,53.0,59.0,36.0,65.0,61.0,42.0,62.0,34.0,38.0,27.0,13.0,11.0,7.0,7.0,15.0,5,Others
26,Portugal,4700000.0,66.0,Left,3,4,1,Yes,MF,26,3,268,67.0,64.0,44.0,68.0,61.0,76.0,74.0,69.0,62.0,75.0,87.0,85.0,81.0,72.0,79.0,73.0,34.0,68.0,56.0,63.0,49.0,18.0,71.0,69.0,69.0,70.0,30.0,29.0,25.0,7.0,6.0,11.0,14.0,12.0,1,Others
22,England,10000000.0,40.0,Right,3,4,1,No,MF,79,7,258,63.0,71.0,49.0,76.0,52.0,81.0,62.0,56.0,67.0,77.0,77.0,76.0,79.0,70.0,75.0,66.0,69.0,77.0,68.0,68.0,58.0,49.0,68.0,75.0,69.0,73.0,36.0,57.0,40.0,10.0,12.0,9.0,14.0,10.0,8,Others
21,Argentina,11000000.0,36.0,Right,3,3,1,No,MF,85,8,353,79.0,76.0,61.0,76.0,63.0,74.0,83.0,81.0,75.0,77.0,73.0,69.0,71.0,70.0,72.0,74.0,64.0,68.0,63.0,78.0,51.0,45.0,73.0,77.0,74.0,72.0,65.0,54.0,51.0,7.0,10.0,14.0,15.0,10.0,10,Others
22,England,8500000.0,38.0,Right,3,3,1,No,DF,56,1,327,69.0,66.0,51.0,65.0,48.0,70.0,64.0,48.0,62.0,69.0,78.0,84.0,86.0,71.0,67.0,64.0,80.0,89.0,56.0,64.0,56.0,72.0,61.0,67.0,44.0,70.0,68.0,75.0,74.0,15.0,16.0,13.0,13.0,8.0,7,Others
22,Mali,10000000.0,40.0,Right,3,3,1,No,MF,22,3,134,68.0,71.0,57.0,67.0,57.0,84.0,65.0,59.0,59.0,77.0,86.0,88.0,88.0,69.0,82.0,68.0,86.0,69.0,62.0,66.0,64.0,33.0,73.0,69.0,60.0,68.0,32.0,37.0,31.0,12.0,9.0,9.0,14.0,10.0,8,Others
26,Spain,8500000.0,74.0,Right,3,2,1,Yes,DF,43,6,488,55.0,39.0,77.0,75.0,31.0,60.0,30.0,35.0,72.0,76.0,69.0,72.0,69.0,75.0,62.0,45.0,82.0,69.0,76.0,37.0,83.0,82.0,43.0,51.0,53.0,67.0,68.0,72.0,76.0,8.0,12.0,11.0,9.0,7.0,3,Others
25,Netherlands,14500000.0,100.0,Left,3,2,1,Yes,DF,154,12,1072,63.0,48.0,76.0,77.0,52.0,69.0,62.0,59.0,73.0,74.0,75.0,74.0,73.0,79.0,70.0,63.0,88.0,75.0,76.0,56.0,73.0,81.0,51.0,66.0,53.0,76.0,82.0,82.0,81.0,10.0,7.0,7.0,16.0,10.0,4,Top 3
24,England,10500000.0,49.0,Right,4,3,1,No,ST,64,4,356,67.0,77.0,80.0,70.0,60.0,73.0,63.0,56.0,59.0,73.0,79.0,86.0,79.0,74.0,73.0,74.0,83.0,82.0,71.0,69.0,34.0,44.0,79.0,74.0,60.0,62.0,40.0,46.0,36.0,14.0,14.0,14.0,6.0,10.0,5,Others
35,Brazil,11500000.0,93.0,Right,3,2,4,Yes,DF,83,82,302,60.0,40.0,81.0,80.0,61.0,67.0,62.0,61.0,80.0,79.0,57.0,61.0,67.0,81.0,66.0,71.0,90.0,71.0,82.0,65.0,76.0,88.0,59.0,70.0,60.0,86.0,87.0,86.0,84.0,9.0,12.0,5.0,9.0,10.0,0,Top 3
21,Wales,3100000.0,33.0,Right,3,3,1,Yes,MF,75,4,568,62.0,70.0,64.0,68.0,59.0,72.0,57.0,42.0,62.0,73.0,76.0,79.0,79.0,63.0,74.0,71.0,60.0,74.0,75.0,62.0,51.0,35.0,69.0,68.0,70.0,70.0,25.0,39.0,27.0,12.0,8.0,13.0,9.0,13.0,11,Others
26,Ivory Coast,14000000.0,100.0,Right,3,3,2,Yes,DF,116,9,1544,51.0,33.0,79.0,67.0,42.0,60.0,46.0,43.0,56.0,62.0,71.0,77.0,67.0,72.0,61.0,55.0,82.0,63.0,85.0,48.0,85.0,80.0,47.0,55.0,46.0,76.0,77.0,80.0,81.0,14.0,14.0,10.0,9.0,8.0,3,ManUtd
28,Argentina,15000000.0,98.0,Left,2,4,2,Yes,MF,97,10,458,78.0,76.0,67.0,81.0,77.0,85.0,84.0,81.0,76.0,83.0,74.0,75.0,77.0,78.0,78.0,81.0,56.0,67.0,68.0,80.0,87.0,53.0,79.0,81.0,75.0,79.0,52.0,55.0,54.0,10.0,15.0,11.0,8.0,13.0,0,Others
19,England,1200000.0,11.0,Right,3,3,1,No,ST,34,3,106,61.0,62.0,45.0,62.0,44.0,71.0,61.0,59.0,46.0,68.0,73.0,73.0,63.0,59.0,66.0,57.0,55.0,62.0,51.0,57.0,54.0,28.0,61.0,62.0,65.0,62.0,32.0,28.0,25.0,5.0,6.0,14.0,7.0,8.0,18,Others
